subject,catalog_num,title_units,description
COMP_LIT,200-0,COMP_LIT 200-0 Introduction to Literary Theory (1 Unit),"Key topics and debates in literary theory and criticism; how theory actively assists in building literary and cultural comparison across history, language, nation, genre, and medium. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,201-0,COMP_LIT 201-0 Reading World Literature (1 Unit),"Introduction to a diverse range of important works of world literature and central debates and questions about the idea of ""world literature."" Content varies. May be repeated for credit with different topic. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,202-0,COMP_LIT 202-0 Interpreting Culture (1 Unit),"Introduction to the theory and practice of interpreting ""cultural texts""- the literary and other texts through which human culture imposes structures of meaning on the world. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,205-0,COMP_LIT 205-0 Reading Difference (1 Unit),"Introduction to representations of social difference in literature, criticism, film, and media. Selective emphasis on such topics as gender, sexuality, race, ethnicity, species, and ability. Content varies. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,207-0,COMP_LIT 207-0 Introduction to Critical Theory (1 Unit),"Crisis, criticism, and critique in philosophical, political, and cultural contexts. Focus on the philosophical aspects of critical theory with reference to social conditions and art, literary, and/ or political forms. COMP_LIT 207-0 and PHIL 220-0 are taught together; may not receive credit for both courses. Ethical and Evaluative Thinking Foundational Disci Ethics  Values Distro Area Global Perspectives on Power, Justice, and Equity"
COMP_LIT,211-0,COMP_LIT 211-0 Readings in Genre (1 Unit),"Analysis of major literary and aesthetic genres, such as epic, sacred texts, drama, lyric, visual media, and narrative. Study of particular examples, with focus on historical development, formal features, and social context. May be repeated for credit with change of topic. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,270-0,COMP_LIT 270-0 Literatures in Translation (1 Unit),Focused study of literatures from around the world offered in English translation. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline
COMP_LIT,300-0,COMP_LIT 300-0 Theories and Practices of Reading (1 Unit),Theories and methods of literary and cultural interpretation. Discussion and readings will prepare students to undertake theoretically grounded projects comparing literature and other forms of cultural expression. Content varies. Literature  Fine Arts Distro Area
COMP_LIT,301-0,COMP_LIT 301-0 Studies in World Literature (1 Unit),"Exploration of a specific body of literature, criticism, or film that cuts across conventional national or literary historical boundaries. Attention given to critical debates about ""world literature."" Content varies. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,302-0,COMP_LIT 302-0 Reading Across Disciplines (1 Unit),"Comparative cultural studies across varied media and methodologies. May address literature in relationship to environmental, legal, or public humanities; visual culture and curatorial practice; and music. Content varies. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,303-0,COMP_LIT 303-0 Movements and Periods (1 Unit),"Focused study of intellectual formations belonging to a movement or period, such as Tang Dynasty, Age of Enlightenment, realism, the avant-garde, or post-WWII. Content varies. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,305-0,"COMP_LIT 305-0 Studies in Film, Media, and Visual Culture (1 Unit)","Focused studies in international cinema or visual and other media (e.g. Brazilian documentary, Middle East visual culture, or Bollywood film). Major theoretical issues in film and media studies. Content varies. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,306-0,COMP_LIT 306-0 Studies in Race & Ethnicity (1 Unit),"Representations of comparative race and ethnicity in world literature, criticism, and film. Discussion and theoretical readings address racial and ethnic identity formation, intersection, and difference. Content varies. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,307-0,"COMP_LIT 307-0 Studies in Gender, Sexuality & Representation (1 Unit)","Representations of gender and sexuality in literature, film, and criticism. Global and comparative topics situated in historical, social and political contexts. Content varies. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
COMP_LIT,311-0,COMP_LIT 311-0 Theory and Practice of Translation (1 Unit),Introduction to theoretical and practical approaches to literary translation.
